"set_id","year","month","day","arm_position","arm_qaqc_code","pin_number","height_mm","qaqc_code","reserve"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_1","75.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_2","114.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_3","115.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_4","94.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_5","105.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_6","104.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_7","118.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_8","127.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","1L",NA,"pin_9","129.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_1","111.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_2","113.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_3","114.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_4","120.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_5","124.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_6","109.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_7","106.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_8","127.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","3R",NA,"pin_9","114.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_1","117.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_2","86.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_3","93.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_4","92.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_5","75.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_6","81.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_7","94.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_8","91.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","5R",NA,"pin_9","74.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_1","82.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_2","90.5",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_3","83.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_4","108.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_5","97.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_6","93.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_7","99.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_8","99.0",NA,"GND"
"CLMAJ-1","2012.0","11.0","29.0","7L",NA,"pin_9","100.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_1","114.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_2","102.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_3","102.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_4","90.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_5","94.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_6","82.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_7","96.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_8","109.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","1L",NA,"pin_9","110.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_1","114.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_2","113.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_3","115.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_4","112.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_5","93.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_6","103.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_7","90.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_8","84.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","3R",NA,"pin_9","117.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_1","55.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_2","81.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_3","71.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_4","104.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_5","101.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_6","82.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_7","60.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_8","63.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","5R",NA,"pin_9","64.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_1","80.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_2","110.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_3","42.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_4","80.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_5","47.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_6","47.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_7","51.5",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_8","74.0",NA,"GND"
"CLMAJ-1","2012.0","2.0","29.0","7L",NA,"pin_9","72.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_1","116.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_2","112.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_3","96.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_4","86.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_5","94.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_6","95.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_7","105.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_8","104.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","1L",NA,"pin_9","81.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_1","105.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_2","106.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_3","113.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_4","105.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_5","91.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_6","109.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_7","75.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_8","110.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","3R",NA,"pin_9","102.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_1","97.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_2","96.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_3","72.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_4","52.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_5","93.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_6","90.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_7","54.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_8","50.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","5R",NA,"pin_9","63.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_1","82.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_2","92.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_3","90.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_4","85.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_5","109.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_6","42.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_7","43.5",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_8","76.0",NA,"GND"
"CLMAJ-1","2012.0","6.0","18.0","7L",NA,"pin_9","85.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_1","83.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_2","109.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_3","78.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_4","117.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_5","122.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_6","115.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_7","100.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_8","105.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","1L",NA,"pin_9","104.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_1","108.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_2","106.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_3","93.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_4","111.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_5","90.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_6","107.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_7","87.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_8","104.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","3R",NA,"pin_9","109.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_1","96.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_2","108.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_3","62.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_4","87.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_5","65.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_6","97.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_7","71.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_8","82.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","5R",NA,"pin_9","87.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_1","101.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_2","91.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_3","85.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_4","81.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_5","85.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_6","82.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_7","79.0",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_8","63.5",NA,"GND"
"CLMAJ-1","2012.0","9.0","14.0","7L",NA,"pin_9","54.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_1","122.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_2","116.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_3","103.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_4","111.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_5","108.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_6","114.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_7","113.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_8","124.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","1L",NA,"pin_9","130.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_1","121.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_2","114.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_3","121.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_4","108.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_5","119.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_6","116.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_7","116.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_8","104.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","3R",NA,"pin_9","84.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_1","86.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_2","98.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_3","77.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_4","97.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_5","84.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_6","99.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_7","86.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_8","70.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","5R",NA,"pin_9","55.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_1","115.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_2","98.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_3","101.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_4","69.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_5","90.5",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_6","94.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_7","86.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_8","100.0",NA,"GND"
"CLMAJ-1","2013.0","11.0","18.0","7L",NA,"pin_9","82.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_1","101.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_2","99.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_3","102.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_4","114.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_5","95.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_6","93.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_7","96.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_8","97.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","1L",NA,"pin_9","99.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_1","100.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_2","82.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_3","78.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_4","84.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_5","90.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_6","95.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_7","90.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_8","99.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","3R",NA,"pin_9","98.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_1","114.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_2","121.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_3","120.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_4","117.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_5","115.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_6","123.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_7","127.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_8","123.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","5R",NA,"pin_9","115.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_1","138.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_2","125.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_3","112.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_4","116.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_5","105.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_6","104.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_7","107.0",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_8","117.5",NA,"GND"
"CLMAJ-1","2013.0","2.0","28.0","7L",NA,"pin_9","132.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_1","97.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_2","98.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_3","108.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_4","87.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_5","82.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_6","71.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_7","67.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_8","78.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","1L",NA,"pin_9","64.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_1","110.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_2","111.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_3","103.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_4","91.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_5","112.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_6","86.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_7","101.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_8","110.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","3R",NA,"pin_9","85.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_1","120.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_2","110.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_3","111.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_4","108.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_5","102.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_6","113.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_7","89.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_8","100.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","5R",NA,"pin_9","109.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_1","116.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_2","99.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_3","102.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_4","100.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_5","104.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_6","96.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_7","95.0",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_8","104.5",NA,"GND"
"CLMAJ-1","2013.0","7.0","2.0","7L",NA,"pin_9","99.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_1","127.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_2","109.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_3","116.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_4","109.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_5","107.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_6","111.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_7","110.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_8","110.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","1L",NA,"pin_9","114.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_1","105.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_2","103.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_3","119.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_4","115.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_5","114.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_6","113.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_7","107.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_8","107.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","3R",NA,"pin_9","117.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_1","75.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_2","92.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_3","84.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_4","108.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_5","87.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_6","80.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_7","83.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_8","96.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","5R",NA,"pin_9","104.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_1","103.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_2","94.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_3","97.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_4","100.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_5","99.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_6","91.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_7","93.5",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_8","92.0",NA,"GND"
"CLMAJ-1","2014.0","12.0","8.0","7L",NA,"pin_9","80.0",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_1","131.0",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_2","108.5",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_3","110.5",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_4","100.0",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_5","99.5",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_6","100.5",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_7","115.0",NA,"GND"
"CLMAJ-1","2014.0","2.0","3.0","1L",NA,"pin_8","99.0",NA,"GND"
