"set_id","year","month","day","arm_position","arm_qaqc_code","pin_number","height_mm","qaqc_code","reserve"
"JURO_High-2","2015.0","12.0","1.0","1L",NA,"pin_8","186.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","1L",NA,"pin_9","191.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_1","181.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_2","181.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_3","188.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_4","185.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_5","184.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_6","188.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_7","183.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_8","191.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","3R",NA,"pin_9","191.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_1","172.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_2","173.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_3","172.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_4","173.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_5","175.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_6","171.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_7","171.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_8","168.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","5R",NA,"pin_9","162.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_1","172.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_2","172.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_3","174.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_4","174.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_5","179.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_6","173.5",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_7","173.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_8","174.0",NA,"GND"
"JURO_High-2","2015.0","12.0","1.0","7L",NA,"pin_9","171.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_1","189.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_2","187.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_3","189.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_4","187.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_5","191.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_6","193.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_7","190.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_8","192.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","1L",NA,"pin_9","199.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_1","179.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_2","180.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_3","185.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_4","186.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_5","187.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_6","184.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_7","188.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_8","188.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","3R",NA,"pin_9","187.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_1","179.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_2","177.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_3","171.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_4","172.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_5","174.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_6","170.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_7","169.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_8","169.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","5R",NA,"pin_9","162.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_1","178.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_2","179.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_3","182.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_4","184.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_5","185.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_6","184.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_7","185.0",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_8","180.5",NA,"GND"
"JURO_High-2","2015.0","2.0","12.0","7L",NA,"pin_9","178.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_1","186.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_2","182.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_3","175.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_4","183.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_5","185.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_6","189.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_7","187.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_8","194.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","1L",NA,"pin_9","196.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_1","181.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_2","182.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_3","187.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_4","187.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_5","187.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_6","186.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_7","186.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_8","187.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","3R",NA,"pin_9","190.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_1","180.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_2","175.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_3","175.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_4","171.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_5","173.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_6","178.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_7","174.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_8","173.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","5R",NA,"pin_9","168.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_1","179.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_2","185.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_3","184.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_4","185.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_5","185.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_6","178.0",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_7","173.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_8","177.5",NA,"GND"
"JURO_High-2","2015.0","6.0","3.0","7L",NA,"pin_9","180.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_1","187.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_2","185.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_3","186.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_4","187.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_5","187.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_6","188.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_7","189.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_8","193.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","1L",NA,"pin_9","196.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_1","181.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_2","184.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_3","189.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_4","187.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_5","190.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_6","190.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_7","192.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_8","192.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","3R",NA,"pin_9","192.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_1","174.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_2","173.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_3","173.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_4","171.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_5","171.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_6","172.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_7","164.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_8","167.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","5R",NA,"pin_9","172.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_1","173.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_2","172.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_3","176.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_4","175.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_5","175.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_6","174.0",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_7","174.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_8","175.5",NA,"GND"
"JURO_High-2","2015.0","9.0","10.0","7L",NA,"pin_9","175.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_1","194.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_2","184.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_3","193.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_4","187.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_5","187.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_6","191.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_7","191.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_8","195.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","1L",NA,"pin_9","201.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_1","181.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_2","192.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_3","184.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_4","192.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_5","189.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_6","191.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_7","192.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_8","184.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","3R",NA,"pin_9","196.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_1","168.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_2","179.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_3","162.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_4","166.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_5","172.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_6","170.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_7","172.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_8","168.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","5R",NA,"pin_9","171.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_1","180.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_2","180.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_3","177.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_4","169.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_5","179.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_6","179.5",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_7","180.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_8","176.0",NA,"GND"
"JURO_High-2","2016.0","11.0","22.0","7L",NA,"pin_9","175.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_1","189.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_2","188.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_3","187.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_4","186.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_5","185.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_6","192.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_7","187.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_8","194.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","1L",NA,"pin_9","195.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_1","182.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_2","187.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_3","192.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_4","191.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_5","190.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_6","195.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_7","194.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_8","195.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","3R",NA,"pin_9","194.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_1","174.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_2","187.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_3","188.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_4","177.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_5","174.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_6","172.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_7","170.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_8","175.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","5R",NA,"pin_9","170.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_1","175.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_2","175.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_3","176.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_4","176.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_5","180.5",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_6","180.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_7","179.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_8","174.0",NA,"GND"
"JURO_High-2","2016.0","2.0","10.0","7L",NA,"pin_9","176.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_1","182.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_2","190.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_3","185.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_4","184.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_5","186.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_6","182.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_7","185.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_8","192.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","1L",NA,"pin_9","200.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_1","170.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_2","179.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_3","186.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_4","180.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_5","190.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_6","191.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_7","195.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_8","179.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","3R",NA,"pin_9","184.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_1","178.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_2","169.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_3","162.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_4","163.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_5","168.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_6","165.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_7","151.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_8","160.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","5R",NA,"pin_9","155.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_1","171.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_2","169.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_3","173.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_4","172.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_5","164.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_6","164.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_7","174.5",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_8","162.0",NA,"GND"
"JURO_High-2","2016.0","5.0","19.0","7L",NA,"pin_9","165.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_1","189.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_2","185.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_3","186.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_4","186.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_5","187.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_6","181.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_7","187.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_8","194.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","1L",NA,"pin_9","194.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_1","191.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_2","191.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_3","192.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_4","195.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_5","196.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_6","193.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_7","199.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_8","203.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","3R",NA,"pin_9","200.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_1","172.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_2","178.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_3","171.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_4","178.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_5","169.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_6","179.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_7","178.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_8","174.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","5R",NA,"pin_9","176.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_1","170.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_2","170.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_3","176.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_4","178.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_5","169.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_6","176.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_7","177.5",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_8","181.0",NA,"GND"
"JURO_High-2","2016.0","8.0","26.0","7L",NA,"pin_9","169.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_1","211.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_2","208.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_3","208.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_4","208.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_5","206.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_6","202.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_7","203.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_8","211.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","1L",NA,"pin_9","211.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_1","207.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_2","206.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_3","205.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_4","206.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_5","207.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_6","206.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_7","209.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_8","210.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","3R",NA,"pin_9","205.0",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","5R",NA,"pin_1","188.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","5R",NA,"pin_2","188.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","5R",NA,"pin_3","193.5",NA,"GND"
"JURO_High-3","2012.0","11.0","28.0","5R",NA,"pin_4","192.5",NA,"GND"
